PRODUCT_NAME,MATERIAL DESCRIPTION
EMSITA D 100/10MG TAB 1*10TAB,EMSITA D 100/10 TABLET 1X10T
CISCURE-0.25MG INJ 1VIAL,CISCURE 0.25 MG INJECTION
ZOMITAC TAB 1X10,ZOMITAC TABLET 10
METPURE H 25MG TAB (1X10) 10,METPURE H TABLET
OROFER S 200 INJ ( 1*10ML,OROFER S 200 INJECTION 10 ML
CEASTRA XL-100MG CAPS 10S 10 S,CEASTRA XL-100 CAPSULES
FULL 24 INJ 1ML,FULL 24 INJECTION
VYSOV M 50MG/850MG TAB 10,VYSOV-M 50MG/850MG TABLETS
CONSIVAS CV 20 CA 1X10,CONSIVAS CV 20 CAPSULE 10x10C
TEMSAN-CT 40/12.5MG TAB 10S 10s,TEMSAN CT 40/12.5 MG TABLET 10X10
ATOREC ASP CAP.,ATOREC ASP CAPSULES
OSTERI 600MCG/2.4ML INJ 1S,OSTERI INJ.600MCG /2.4MLPEN DEVICE
SYLATE INJECTION 1X1 AMP,SYLATE INJECTION 2 ML
VINGRAF CAP 1MG 10CAP,VINGRAF 1 MG CAPSULE 6X10
DACLACURE 60MG,DACLACURE 60 TABLET
ZOSECTA DSR CAP 1*10CAP,ZOSECTA DSR CAPSULES
AQUAOAT MOISTURIZING LO 1 100ML,AQUAOAT MOISTURIZING LOTION 100ML
EMSITA D 50/5 TAB 10S 10,EMSITA D 50/5 TABLET 1X10T
VYLDA DM 100/10/10 10 s,VYLDA DM 100/10/1000 TABLET 1x10T
CORDARONE X 200MG T** 1X15,CORDARONE X 200 MG TABLET 10x15T
ATOREC-F10/160 TA 10S,ATOREC F 10/160 MG TABLET 10X10
BEVAREST 100 INJECTION VIAL,BEVAREST 100 INJECTION
XILIA-MP-1 TAB. 10S,XILIA-MP 1 TABLETS
CETAPIN V0.3 MG 15 TAB,CETAPIN V 0.3MG TABLET 10x15T
EMSITA MP FORTE TAB 10x10,EMSITA MP FORTE TABLET 10x10T
OROFER D 3 10 S,OROFER D3 TABLETS 1X10 T
GABA HOSIT TAB. 10.,GABA HOSIT TABLET
DAPTOCURE INJ 1VIAL,DAPTOCURE INJECTION
ELAXIM 40 mg 1S,ELAXIM 40 MG INJ 1 VIAL
GALACT GRANULES . 200GM,GALACT GRANULES
TEMSAN-TRIO-40 TAB 1X10,TEMSAN TRIO 40 TABLET 1X10T
CITAFINE -1 GM,CITAFINE 1 GM INJ 1 VIAL
CONSIVAS 10 TAB 110,CONSIVAS 10 MG TABLET 10X10
COGNITRAC INJ 60MG1PC,COGNITRAC INJECTION 60 MG
STROCOZ 500 1X10TAB,STROCOZ 500 TABLETS
CARDACE H 5 TAB 1*1,CARDACE H 5 TABLET 10x15T
TAPICEM 2.25 INJ 1 VIAL,TAPICEM 2.25GM INJECTION
EMLINZ M 500 TAB 110,EMLINZ M 500 TABLET 1x10T
EMPROGEST 200 CAP 110C,EMPROGEST-200 CAPSULE
TICAPLAT-60 10TAB,TICAPLAT 60 TABLET
ZOMITAC-DSR 10S,ZOMITAC - DSR 10 CAPSULES
EMDYDRO SR 20 MG TAB 1X10TAB,EMDYDRO SR 20 TABLET 3x10T
LOBASET-10 1*10,LOBASET 10 TABLETS
EXAFIB 10 TABLET 14T,EXAFIB 10 TABLET
CELOL MAX 10s,CELOL MAX CAPSULES
SYLATE M 500 TABS 10S,SYLATE M TABLET 500 MG
EMILDAP S 5/50 TAB 1X10,EMILDAP S 5/50 TABLET 1X 10T
OROFER-XT TAB(30T1*30TAB,OROFER XT TABLET 1X30 T
GONLIX 200 MG 10T,GONLIX 200 MG TABLET 10x10T
PROXYM 200 10S 10X10,PROXYM 200 TABLET
ACEGABA GRS 300MG TAB 10 S,ACEGABA GRS 300 TABLET 10T
LAZID N TAB 30s,LAZID N TABLET
FERIUM-XT SYP 200ML,FERIUM XT + SUSPENSION 200 ML
ELIGARD 45MG INJ 1*1,ELIGARD 45 MG INJECTABLE SUSPENSION
TEMSAN BS 2.5MG TAB,TEMSAN BS 2.5/40 TABLET 10x10T
MATERNA-HCG 2000IU 1 VIAL,MATERNA-HCG 2000 I.U.
EMLEVO-500(LEVTRACITA) MG TAB 10 TAB,EMLEVO 500 TABLET
HOSIT-L TAB 10 TAB,HOSIT L TABLET
CARDACE 1.25MG 15.S 1,CARDACE 1.25 MG TABLET 10x15T
METPURE-XL-50-TAB 10S,METPURE XL 50 MG TABLET 10X10
S-NUMLO- 2.5 MG TAB 2015 15 TAB,S-NUMLO 2.5 MG TABLET 1x15 T
INFEN MR 10TAB,INFEN MR TABLETS
LOMOH 40MG *VIAL,LOMOH 40 MG INJECTION
OROFER S 200MG INJECTIO,OROFER S 200 INJECTION 10 ML
XILIA-MP 1MG TAB 1X10T,XILIA-MP 1 TABLETS
ACEGABA ME 100MG TABS 1*10TABS,ACEGABA ME 100 TABLET
EMPRI 25MG TABS. 10S,EMPRI 25MG TABLET 10x10T
CIDNAVIR-375MG INJ VIAL,CIDNAVIR 375 MG INJECTION 1 VIAL
EMILDAP GM 10/1/1000 TAB 10*TAB,EMILDAP GM 10/1/1000 TABLET 10x10T
CETAPIN XR 1000 MG,CETAPIN XR 1000MG TABLET 10x15T
ASOMAX 2.5 15T,ASOMEX 2.5 MG TABLET 1X15T
EMPROGEST 200 CAP 10 S,EMPROGEST-200 CAPSULE
Cetapin-V 0.3mg,CETAPIN V 0.3MG TABLET 10x15T
VONADAY TAB 1X30,VONADAY 600/300/300 MG TABLET 30s
GLIPSOV M 20/1000 TAB 15 TAB,GLIPSOV-M TABLET 20/1000 10X15T
SYLATE - T- 500 TAB 1X10T,SYLATE T 500 TABLET
TOPERIZONE SR 450 *6T,TOPERIZONE - 450 SR TABLETS
CELOL-MAX CAP. 10 S,CELOL MAX CAPSULES
ATOREC EZ TABLET 10T,ATOREC EZ TABLET
Twinaqt 30S,TWINAQT TABLETS 30 T
TEMSAN - AM 5 TABLETS,TEMSAN - AM 5 TABLETS
TEMSAN CT 6.25 10,TEMSAN CT-6.25 TABLETS
EMPRI L 25/5MG TABLET 10S,EMPRI L 25/5MG TABLET 10x10T
BEAT HF 5MG TABS. 10S,BEAT HF 5 TABLETS 10X10 T
TEMSAN AM 1X10,TEMSAN - AM TABLETS
EMSITA GM 50/2/500 TAB 10s,EMSITA GM 50/2/500 TABLET 10x10T
FLOFRE 10MG TAB (1X10) 10,FLOFRE 10 TABLETS
EPITRIL 1 MG TABS NRX 110,EPITRIL 1 MG TABLET
INFEN-P 10S 10 TABS PCS --,INFEN P TABLETS
ASOMEX-TM-5MG TAB 1X15,ASOMEX - TM 5 TABLETS 1X15T
HEPMEND INJ 1VIAL,HEPMEND INJECTION 10 ML
SKIZOTUS OD 200 TABS 10TA 10TABS,SKIZOTUS OD 200 TABLET
EXAFIB 10 TAB 10 TAB,EXAFIB 10 TABLET
ZILARBI CT 12.5 TAB 110,ZILARBI CT 12.5 TABLETS
PROXYM MRTAB TP,PROXYM-MR TABLET
FULL-24 TABS (FOOD) 10S,FULL 24 TABLET
DARBECURE 40MG PFS,DARBECURE 40 INJECTION PFS
PANPURE IV 40MG,PANPURE I.V.20 MG INJ 1 VIAL
INFEN- MR TABLETS 10 T,INFEN MR TABLETS
VICARE BLISS TAB --,VICARE BLISS TABLET 1x10T
DYDROFEM-SR 20 TAB 1*10 TA,DYDROFEM SR 20 TABLET 3X10T
EXHEP-60 INJ 1VIAL,EXHEP 60 INJECTION
WINPERT 10K CAP,WINPERT 10K CAPSULES
EMLINZ D 5/10 TAB 10 S 0,EMLINZ D 5/10 TABLET 1x10T
BEAT HF 5 TAB 1*10S,BEAT HF 5 TABLETS 10X10 T
EMSULIDE P TABLET 10 1*10,EMSULIDE P TABLET 10
GROS 30MG INJ 1 VIAL,GROS 30 INJ 1 VIAL
CELOL D3 + 15S,CELOL D3 + TABLETS
PROCTOSEDYL BD CRM 20GM,PROCTOSEDYL BD CREAM
Xplode Tab. ## 10S,XPLODE TABLET
OXA 100MG/50ml,OXA 100 MG INJ 1 VIAL
ASOMEX - TM TAB.,ASOMEX - TM TABLETS
OROFER FCM 1K I 20M,OROFER FCM  INJECTION 1K
NUMLO TM 5MG 10S,NUMLO-TM 5 TABLETS
CELOL XT+ CAPS . 10,CELOL XT + TABLETS
Clexane Inj. 20mg 2s,CLEXANE 20MG/0.2ML INJECTION
EMGRAST M 500 1 VIAL,EMGRAST M 500 INJECTION
ARMOD-150 TAB 110,ARMOD-150 TABLETS
SUSTIMAX TAB 4-S,SUSTIMAX TABLETS
PROXYM MR TAB 1X10T,PROXYM-MR TABLET
EMDYDRO SR 20 TAB 3*10,EMDYDRO SR 20 TABLET 3x10T
CALONAT CL TABS 10S,CALONAT CL TABLETS
EMTAF 30TAB,EMTAF TABLETS 1X30T
TEMSAN H TABLET 15 TAB,TEMSAN H TABLETS 1X15 T
S-NUMLO 2.5 MG 15 TAB,S-NUMLO 2.5 MG TABLET 1x15 T
VICARE I CR. 30GM,VICARE I-CREAM 1x30GM
ATOREC GOLD 20MG CAP 10S 10,ATOREC GOLD 20  10X10 C
EMPROGEST 200MG 1*10CAP,EMPROGEST-200 CAPSULE
BIOCURE 2 INJ VIAL,BIOCURE 2 MG INJ 1 VIAL
AMARYL 3 MG TAB 1*30 TAB,AMARYL 3MG TABLET 10x30T
TICAPLAT 90 TABS,TICAPLAT 90 TABLETS 6X10 T
CELOL XT+ TAB 10 S,CELOL XT + TABLETS
BEAT HF 5MG EMCURE 1*10,BEAT HF 5 TABLETS 10X10 T
OROFER XT TAB 30S 30 TAB,OROFER XT TABLET 1X30 T
SAV HF 50 MG TAB 10,SAV HF 50 TABLET 6x10T
FULL 24 INJ 1 AMP,FULL 24 INJECTION
EMSITA D 100/10 10*10,EMSITA D 100/10 TABLET 1X10T
Ferium Syp 150m,FERIUM SYRUP 150 ML
NUCARNIT M TAB 10S 10,NUCARNIT M TABLET
PROXYM ER TAB 10S,PROXYM ER  TABLETS
ENCICARB 750 MG INJ VIAL --,ENCICARB INJECTION 750MG/15ML
CARDACE H 2.5MG STRIP OF 15 T ABLETS,CARDACE H 2.5 TABLET 10x15T
VYLDA P TABS. 10S,VYLDA P TABLET 1x10T
CLEXANE 60MG INJ (10x0.6M,CLEXANE 60MG/0.6ML INJECTION
EMILDAP GM 10/1/1000 TA 1*10TA,EMILDAP GM 10/1/1000 TABLET 10x10T
LASIX AMP 4ML 4 ml,LASIX 40 MG/4ML INJECTION
PROXYM TH 8 TABS 110 S,PROXYM TH8 TABLET 1x10T
TEMSAN LN TAB 1*15TA,TEMSAN LN TABLET 10x15T
INFEN SERA TAB 1X10,INFEN SERA TABLETS
GLIPSOV M 20/1000 15TAB,GLIPSOV-M TABLET 20/1000 10X15T
EMGLOBULIN INJ 0,EMGLOBULIN INJECTION
INSTGRA -50MG 30TAB,INSTGRA 50 MG TABLET 30s
NUCARNIT TABS 10S 10S,NUCARNIT TABLET 10
DEXPURE D CAPS 1*10,DEXPURE-D CAPSULES
BACTICURE 250 TAB 1*10,BACTICURE 250 TABLETS 1X10 T
OBECURE CAP 10C,OBECURE CAPSULES
FERIUM-XT TABS 15S,FERIUM XT TABLET 10x15T
TEMSAN AM Tab. 15 s,TEMSAN - AM TABLETS 1X15T
EMSITA GM 50/2/500 TAB 10TABS,EMSITA GM 50/2/500 TABLET 10x10T
LACTACYD SYRUP 100ML.,LACTACYD  1X100 ML
REBEZ DSR CAP 10S 10,REBEZ DSR CAPSULES
CELOL D3 TABLETS 10S,CELOL - D 3 CAPSULES
Hosit Ca Tab. 15tab,HOSIT CA TABLET 1x15T
OROFER FCM 750 1 PH,OROFER FCM INJECTION 750MG/15ML
ZOMITAC D CAP 10 S,ZOMITAC D CAPSULES
OROFER S INJ. 5ML,OROFER S 100 INJECTION
FADVIC-80 TAB 10 S,FADVIC - 80 TABLETS
XILIA M 2 TABS,XILIA - M 2 TABLETS
C-LET 2.0 GM,C - LET 2.0 GM INJECTION
GAZIN-80 TAB,GAZIN 80 TABLET
SPEGRA 90 TAB 90S,SPEGRA TABLETS 1X 90T
CONSIVAS GOLD 20 CAP 1 X10,CONSIVAS GOLD 20 CAPSULES 10X10C
NUCARNIT M TAB 10*TAB,NUCARNIT M TABLET
TEMSAN-LNC 6.25MG TABLETS 10S,TEMSAN LNC 6.25 TABLET 10x10T
Empri L 10/5mg Tab 10*10,EMPRI L 10/5MG TABLET 10x10T
ZEMCIFER INJ. 2.5ML,ZEMCIFER INJECTION 2.5 ML
DAPAGZA M 10/500MG TAB 10S 10S,DAPAGZA M 10/ 500 1X10T
OROFER XT SUSPE 1X200ML,OROFER XT + SUSPENSION 200 ML
Xilia Trio-1 Tab. 10S,XILIA TRIO - 1 TABLETS
FCMO INJECTION 750MG,FCMO  INJECTION 750MG/15ML
EOPTAL 300 10 TAB,EOPTAL 300 TABLETS 10X10 T
DENLAFAX-50 TABS 10S,DENLAFAX-50 TABLETS
ROSUVAS EZ 20 MG 10S,ROSUVAS EZ 20 MG TABLET 1x10T
STROCOZ SYP 160ML,STROCOZ SYRUP 60 ML
ASOMEX LT 2.5 TAB 1*10,ASOMEX LT 2.5 MG TABLET
NUCARNIT-M TAB. 10S,NUCARNIT M TABLET
FORSMART 400 PULMOCAPS 30S,FORSMART-400 PULMOCAPS
PROXYM-ER 10TAB 10*10T,PROXYM ER  TABLETS
CONSIVAS-F 10s,CONSIVAS-F TABLETS
POVIZTRA FLXT 0.5 MG 1.5 ML 1 S,POVIZTRA FLXT 0.5MG 1.5ML 1PC COPACK
TRIOPTAL 300MG TAB 10,TRIOPTAL 300 TABLET
SYLATE CVP TAB 1X10TAB,SYLATE CVP TABLETS
FERIUM 750 INJ15ML 15ML,FERIUM INJECTION 750MG/15ML
EMSITA M SR100/500,EMSITA M SR 100/500 TABLET 1x10T
DAPAGZA M 5/1000MG TAB 10 T,DAPAGZA M 5/1000 1X10T
VYLDA D 100/10 TABS. 10 S.,VYLDA D100/10 TABLET 1X10T
ASOMEX OH TAB* 1*10,ASOMEX OH TABLETS
EPITRIL 0.25MG TAB 1*10,EPITRIL 0.25 MG TABLET
INFEN PLASTER 10CM X 7CM,INFEN PLASTER 1X7
TEMSAN BS 40/2.5 TABLETS 10S,TEMSAN BS 2.5/40 TABLET 10x10T
GROS 260 MG INJ 1 ML,GROS  260 MG INJ 1 VIAL
GABA HOSIT TAB 10S 10X10,GABA HOSIT TABLET
INFEN OD 50 TAB 10S,INFEN OD TABLETS
SYLATE INJ 2ML 1X1,SYLATE INJECTION 2 ML
EMVAL TAB 10 S .,EMVAL TABLET 10X10 T
EPITRIL 0.25 TAB 10 TAB,EPITRIL 0.25 MG TABLET
EMSITA D 100/10 10 TABS,EMSITA D 100/10 TABLET 1X10T
SYNVISC ONE 48 MG 6 ML PCS,SYNVISC ONE 48 MG/6 ML INJECTION
TEMSAN CT 10 S,TEMSAN CT TABLETS
EMTUX INJ 100MG/10ML 10ML,EMTUX 100MG/10ML
OROFER XT TOTAL 10S,OROFER XT TOTAL TABLET
EMSITA D 100/10 TAB. 1X10,EMSITA D 100/10 TABLET 1X10T
UNMET TABLET 10 s,UNMET TABLET 10x10T
UNMET TAB 1X10,UNMET TABLET 10x10T
MATERNA R FSH 75IU 1VIAL,MATERNA R-FSH 75 IU INJECTION
NUCARNIT F TABLETS. 10S,NUCARNIT-F TABLET
SEMI XILIA MP1 10TAB,SEMI XILIA MP 1 TABLETS
VICARE BLISS Tab. 10 s,VICARE BLISS TABLET 1x10T
S-NUMLO 5 MG TABLET 1x15 T 15 TAB,S-NUMLO 5 MG TABLET 1x15 T
OLMEGARD 20 TAB 10*TAB,OLMEGARD 20 TABLET
LOBACOR 10MG 1*10TA,LOBACOR 10 TABLET
CARDACE 5.0MG 10X10 10,CARDACE 5 MG TABLET 10x15T
EMILDAP -S 10/100 TAB 10S,EMILDAP S 10/100 TABLET 1X10T
EMPERI=25 1*10,EMPRI 25MG TABLET 10x10T
ATOREC GOLD 20 CAP 10S,ATOREC GOLD 20  10X10 C
GAZIN 80 TAB 10S 10 S,GAZIN 80 TABLET
CONSIVAS-F10/160 TAB 10 S,CONSIVAS-F10/160 TABLETS
OROFER XT SUSP 150ml,OROFER XT SUSPENSION 150 ML
CARDACE METO 2.5/25 15 S,CARDACE METO 2.5 TABLET 10x10T
ZILARBI 80 TAB 10 TAB --,ZILARBI 80 TABLET
CTAX O BOTTLE OF 10ML DROPS .,C-TAX O DROPS
Vylda D 100/10 10S,VYLDA D100/10 TABLET 1X10T
CARDACE 1.25 MG TAB 115 TAB,CARDACE 1.25 MG TABLET 10x15T
CARDACE H 2.5MG TAB 10STAB,CARDACE H 2.5 TABLET 10x15T
EMILDAP-S-10/100MG-TAB,EMILDAP S 10/100 TABLET 1X10T
THIAKLOR-6.25 TAB 110,THIAKLOR - 6.25 TABLETS
S-NUMLO 5 10 S,S-NUMLO 5 MG TABLET
ETS 200mg CAP 10S,ETS-200 CAPSULE 10
ATOREC 10MG TABS 10,ATOREC 10 MG TABLET
FERIUM CHEW 1X10,FERIUM CHEWABLE TABLETS 10X10 T
LOMOH-60 MG INJ,LOMOH 60 MG INJECTION
SUSTIMAX TAB 4S --,SUSTIMAX TABLETS
FERIUM 750MG VIAL 15 ML,FERIUM INJECTION 750MG/15ML
DYDROFEM 10MG 1*10,DYDROFEM TABLETS
VYLDA DM 1*10,VYLDA DM 100/10/500 TABLET 1x10T
TEMSAN 80 CT 10  S,TEMSAN 80 CT TABLETS
MOFILET 750 10,MOFILET TABLET 750 MG
GALOP 20MG TAB 10TAB,GALOP 20 MG TABLETS
EMSITA TRI FORTE 10T,EMSITA TRIO FORTE TABLET 1x10T
BIC-EMTAF TAB 30,BIC EMTAF TABLET
OROFER S 200 INJ .* 10ML,OROFER S 200 INJECTION 10 ML
IBUSOFT-300 TAB 1X10,IBUSOFT 300 MG. TABLET
AMARYL M FORTE 1MG STRIP,AMARYL M FORTE 1MG TABLET 10x15T
BESTFORM M TABS 10TABS 10TABS,BESTFORM M TABLET 1x10T
INFEN-P TAB. 10 TAB,INFEN P TABLETS
ASOMEX-D 5 1*10,ASOMEX D 5 TABLET
EMLINZ-D 5/10MG TAB 10 TAB,EMLINZ D 5/10 TABLET 1x10T
TRI OLVANCE 20 10 S,TRIOLVANCE 20 TABLETS
STROCOZ PLUS TAB. 10*1,STROCOZ PLUS TABLET
TEMSAN-40 1X10,TEMSAN 40 MG. TABLETS
FITJOINT CAP. 10C,FITJOINT CAPSULES
EMANZEN D 10 TAB,EMANZEN D TABLET
VALPOTEX CR-200 10TAB,VALPOTEX CR 200 TABLET
CONSIVAS 10 10T,CONSIVAS 10 MG TABLET 10X10
METPURE H TABLET 10 TAB,METPURE H TABLET
SOLGLO AZ LIPOSOMAL  30ML,SOLGLO AZ LIPOSOMAL SERUM 30ML
FERIUM 1 K INJECTION. 1,FERIUM INJECTION 1K (1GM/20ML)
DILPRA-OD 500 TAB 10,DILPRA OD 500 TABLETS
EPITRIL 1MG 0,EPITRIL 1 MG TABLET
DEXPURE-D CAPS 10S,DEXPURE-D CAPSULES
NUSAR-AM 5 TAB 10S,NUSAR AM 5 MG TABLET
GROS-30MG VIAL 1,GROS 30 INJ 1 VIAL
EXAFIB 10MG 1 *14,EXAFIB 10 TABLET
FEMZACT CAP 1,FEMZACT CAPSULE 3x10C
TRIOLVANCE 40 3*10,TRIOLVANCE 40 TABLETS
NUSAR AM TABLET 1 *10,NUSAR AM TABLET
EPITRIL 0.5 T 10S,EPITRIL 0.5 MG TABLET
EXAFIB 2.5MG TAB 2*14S,EXAFIB 2.5 TABLETS
VYSOV M 50/500 MG 10S,VYSOV-M 50MG/500MG TABLETS
HOSIT FCM 750MG VIAL OF 15ML INJECTION,HOSIT FCM INJECTION 750MG/15ML 
EMBREMMA INJECTION VIAL,EMBREMMA 1 MG INJECTION
LOBACOR 10S,LOBACOR 10 TABLET
GROS-260MG INJ 1VIAL,GROS  260 MG INJ 1 VIAL
ASOMEX-D-5mg.TAB --,ASOMEX D 5 TABLET
UREADERM MOIST 100gm,UREADERM MOISTURIZING CREAM 10% 100GM
CARDACE H-2. 5MG 15S,CARDACE H 2.5 TABLET 10x15T
EMLINZ D 5/10 TABS 10S,EMLINZ D 5/10 TABLET 1x10T
AMARYL M FORTE 1 I 15TAB,AMARYL M FORTE 1MG TABLET 10x15T
STROCOZ PLUS TAB 10X10T,STROCOZ PLUS TABLET
CITAFINE 1.4GM,CITAFINE 1.4 GM INJECTION
TEMSAN-AM 5 TAB 1*10 TAB,TEMSAN - AM 5 TABLETS
GALOP-5MG TABS 10 Tabs,GALOP 5 MG TABLETS
ROCAS TAB 6S,ROCAS TABLET
CONSIVAS EZ 20MG TAB 10 TAB,CONSIVAS EZ 20 TABLET
ASOMEX TM TAB NP 15TAB,ASOMEX - TM TABLETS 1X15T
EMSITA GM 50/1/500 110,EMSITA GM 50/1/500 TABLET 10x10T
ACEGABA 400 10TAB,ACEGABA 400 CAPSULE
FERIUM XT 200ML ORNG FLVR SYP 1,FERIUM XT + SUSPENSION 200 ML
EMPRI L 25/5 TAB 10s,EMPRI L 25/5MG TABLET 10x10T
OROFER S200 INJ. 10ML,OROFER S 200 INJECTION 10 ML
XILIA -M1 FORTE TAB 10S,XILIA - M 1 FORTE TABLETS
EMDYDRO 1 PACK,EMDYDRO TABLET 1X10T
VYLDA D100/5 10 TAB,VYLDA D100/5 TABLET 1X10T
SKIZOTUS OD 100MG TAB 1X10,SKIZOTUS OD 100 TABLET
COLIST 1 MILLION IU INJ 1,COLIST INJECTION
TAMSAN LN TABLET 1 10S,TEMSAN LN TABLET 10x15T
METPURE-H TABS 10S 10S,METPURE H TABLET
EXHEP-40 INJ 40MG,EXHEP 40 INJECTION
ATOREC 5 MG TAB 10 TAB,ATOREC  5 MG TABLET
MAXIGARD 500MG INJ 1*1,MAXIGARD INJECTION
LOBACOR 10 TABLET,LOBACOR 10 TABLET
Zilarbi Cn 10 15T,ZILARBI CN 10 TABLETS 1x15 T
THIAKLOR 12.5 10S,THIAKLOR - 12.5 TABLETS
CETAPIN V 0.2MG(SANOFI) 15S,CETAPIN V 0.2MG TABLET 10x15T
CELOL PLUS CAP 10S --,CELOL+ TABLET
OROFER XT TAB 15S --,OROFER XT TABLET 1x15T
FERRI 100INJ 5ML 5ML,FERRI-100 INJECTION
CELLCEPT-250MG,CELLCEPT 250MG CAPSULE 10C
VIROPIL 50/300/300MG TAB 30 TAB,VIROPIL TABLET 1X30T
ATOREC GOLD 20 CAP 1010,ATOREC GOLD 20  10X10 C
BENFOSULES CAPS 10S 10S,BENFOSULES CAPSULES
GALOP PLUS 5 TAB 10 s,GALOP PLUS-5 TABLETS
OROFER-S 100MG INJ,OROFER S 100 INJECTION
CONSIVAS-40 TAB 10TAB,CONSIVAS-40 TABLETS
SYLATE 2ML VIAL PCS,SYLATE INJECTION 2 ML
CARDACE 1.25 AP 15 TAB 15 TAB,CARDACE 1.25 MG TABLET 10x15T
EMSITA-D 100/10 110,EMSITA D 100/10 TABLET 1X10T
XPLODE ISO POWDER 1200GM,XPLODE ISO POWDER
VICARE I-CREAM 30GM 1,VICARE I-CREAM 1x30GM
MATERNA HCG HP-5000 IU --,MATERNA-HCG 5000 IU HP
EMSITA-M 50/500 TABLET,EMSITA M 50/500 1X10T
ARMOD-150MG 10-S,ARMOD-150 TABLETS
MATERNA HCG 2000 1V,MATERNA-HCG 2000 I.U.
CARDACE PROTECT 2.5 110 STP,CARDACE PROTECT 2.5 TABLET 10x10T
FLOFRE 10 10 S,FLOFRE 10 TABLETS
VICARE I CREAM 30 1*30GM,VICARE I-CREAM 1x30GM
FERIUM D3 TAB - 10S,FERIUM D3 TABLET
NUMLO AT 15 T,NUMLO-AT TABLET 1X15 T
EMSITA TRIO FORTE TAB 1*10TAB,EMSITA TRIO FORTE TABLET 1x10T
GLYREP XL 500MG TABS 10S,GLYREP XL 500 TABLET
CONSIVAS F 10/160 MG TAB 1X10S,CONSIVAS-F10/160 TABLETS
Emsita MP Tab 10s,EMSITA MP TABLET 10x10T
CONSIVAS GOLD 20 10x1,CONSIVAS GOLD 20 CAPSULES 10X10C
EMSITA MP FORTE TAB 10 T,EMSITA MP FORTE TABLET 10x10T
CONSIVAS 20 TABLETS 10 TAB,CONSIVAS 20 MG TABLET 10X10
VINTOR 2000 IU 1*S,VINTOR 2000 IU INJ 1 PFS
PAXOTUS 12.5MG TAB 10-S,PAXOTUS 12.5 MG TABLET
ACEGABA ME 300 10T,ACEGABA ME 300 TABLETS
HOSIT PLUS CAPS.10TAB 1X10TAB,HOSIT PLUS CAPSULES
TRI OLVANCE 20MG TAB 1X10 .,TRIOLVANCE 20 TABLETS
TELSITE H 40MG TAB (EMCURE) 10S,TELSITE H 40 TABLET 10x10T
METPURE-XL 12.5MG TAB 1X10,METPURE XL 12.5 TABLET
FERIUM-500MG-INJ. 1X10MLEMCURE. 1X10ML,FERIUM INJECTION 500MG
EXHEP PEN 300MG CARTRIDGE 3 ML,EXHEP PEN CARTRIDGE 300MG/3ML
TEMSAN - AM 15 S,TEMSAN - AM TABLETS 1X15T
XPLODE POWDER 18% 200 GM,XPLODE POWDER 200 GM
CELOL CAPSULES 10S,CELOL CAPSULES
NUSAR ATN TAB 1*10,NUSAR ATN TABLET
GLIPSOV TABLET 15 TAB,GLIPSOV TABLETS 10X15T
LIORESAL 10MG TAB 10S 10,LIORESAL10 TABLET
CONSIVAS F 10T 10T,CONSIVAS-F TABLETS
PROXYM-ER 300 1X15,PROXYM ER 200 TABLETS 15 T
GALOP 20 1*10,GALOP 20 MG TABLETS
NUMLOTOR TAB 5MG 10 TAB,NUMLOTOR - 5 TABLETS
NUSAR AM 2.5MG TAB 10TAB,NUSAR AM TABLET
TELSITE AM 1*10tab,TELSITE AM TABLET 10x10T
METPURE H50 TAB 10S,METPURE H 50 TABELTS
TICAPLAT-60 TAB 1X10TA,TICAPLAT 60 TABLET
PLAVIX 75MG TAB 14 14,PLAVIX 75 MG TABLET 10x14T
ZILARBI CN TAB 1*15,ZILARBI CN TABLETS 1x15 T
GONLIX 200MG TAB 10S. 10S.,GONLIX 200 MG TABLET 10x10T
GALACT GRANULES CHO --,GALACT GRANULES CHOCOLATE
DINOR TAB-15s,DINOR TABLET
ASOMEX-2.5 MG TAB 15,ASOMEX 2.5 MG TABLET 1X15T
FLAWLIZO ACNECARE MOIST GEL 50GM,FLAWLIZO ACNE CARE MOISTURISING GEL 50M
NUMLO-D-5 TAB 1X15,NUMLO-D 5 TABLET 1x15 T
TEMSAN AM 5 TABS 1X10TAB,TEMSAN - AM 5 TABLETS
LASIX-AMP*4ML 10*4ML,LASIX 40 MG/4ML INJECTION
ACEGABA 300 (CAP) 10C,ACEGABA 300 CAPSULE
XPLODE-ISO POXDER,XPLODE ISO POWDER
EMBREMMA-0.5MG/ML INJ 2ML,EMBREMMA INJECTION 0.5MG/ML
METPURE-XL-25 TAB. 1X10,METPURE XL 25 TABLET
SYLATE T TAB 10S 10 S,SYLATE T TABLET
FERIUM - XT TAB,FERIUM XT TABLET
CONSIVAS-10 TAB. 110,CONSIVAS 10 MG TABLET 10X10
SYLATE T 500MG TAB 1X10,SYLATE T 500 TABLET
EMTOFA OINT 20GR 20 GR,EMTOFA OINTMENT 20 GM
NUCARTIN-F 10TAB,NUCARNIT-F TABLET
EMSITA M SR 100/500 10  S,EMSITA M SR 100/500 TABLET 1x10T
EMLINZ-M-1000 TAB 10S,EMLINZ M 1000 TABLET 1x10T
FLAWLIZO ACNE SPOT CORRE 30 ML PCS,FLAWLIZO ACNE SPOT CORRECTOR 30ML
CELOL-XT CAPSULES 10S,CELOL XT CAPSULES
EXHEP 60 INJ AMP,EXHEP 60 INJECTION
