PRODUCT_NAME,MATERIAL DESCRIPTION
EPOFER 4000-PFS 1,EPOFER 4000 - PFS
Amaryl M Forte 1mg 15s 15s,AMARYL M FORTE 1MG TABLET 10x15T
TELSITE H 40 TAB.,TELSITE H 40 TABLET 10x10T
AMARYAL 1MG TAB 30S,AMARYL 1MG TABLET 10x30T
Viropil 90S,VIROPIL TABLET 1X90T
BACTILAM 250 MG 1X6S,BACTILAM  250 TABLETS
CORDARONE 100MG.TAB. 1X15 1X15,CORDARONE 100 MG TABLET 20x15T
CINEZ D 10S,CINEZ-D TABLETS
MONOBACT-1.5MG VAIL,MONOBACT 1.5 GM INJECTION
TAVIN AF TAB,TAVIN AF TABLET 30T
BENFOTABS 110,BENFOTABS
INFEN PLASTER 1 PATCI,INFEN PLASTER 1X7
DYDROFEM TABS 30 30S,DYDROFEM TABLET 1X30T
ACEGABA NT 200MG TAB,ACEGABA NT 200 TABLET 1x15T
CEASTRA 100 4 CAP,CEASTRA 100 CAPSULES 10X10C
ATOREC 40MG * 10S,ATOREC 40 MG TABLET
FLAWLIZO M 0.1% TUBE 15GM,FLAWLIZO MICRO 0.1% GEL 15GM TUBE PACK
TELSITE H 40+12.5 MG 10S-1s,TELSITE H 40 TABLET 10x10T
XILIA - M - 2 10 S,XILIA - M 2 TABLETS
POVIZTRA FLXT 0.25MG NON RETU 1.5ML,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
NUMLO TMH STRIP OF 10 TABLETS,NUMLO TMH TABLET 10x10T
ACEGABA 300 CAP 1X10,ACEGABA 300 CAPSULE
ASOMEX AT 2.5 TABS 15s,ASOMEX AT 2.5 MG TABLET 1X15T
ACEGABA- NT 400 MG TAB. 15 S,ACEGABA-NT 400 TABLET 1x15T
RITUXEM 500MG/50ML VIAL EAC,RITUXEM 500MG/50ML
TEMSAN 20 MG TABLET 15,TEMSAN 20 MG TABLETS 10x15T
ZILARBI 40 TAB 10*10,ZILARBI 40 TABLET
OROFER S 50 MG INJ 2.5ML,OROFER S INJECTION 2.5 ML
CONSIVAS GOLD 10 CA 1X10,CONSIVAS GOLD 10 CAPSULES 10X10C
GALACT KESAR GRANULES 400 GM NOS,GALACT GRANULES 400 GM KESAR
GALACT LACTATION GRANULES ELAICHI 400GM,GALACT GRANULES 400GM ELAICHI
CONSIVAS-GOLD 10MG CAPS 10S,CONSIVAS GOLD 10 CAPSULES 10X10C
Emlinz Dm Tab 10*10,EMLINZ DM TABLET 10x10T
ATOREC GOLD 20 CAP 1*10,ATOREC GOLD 20  10X10 C
CARDACE-10 Tab 2x15s,CARDACE 10 MG TABLET 10x15T
OROFER XT DROPS 1X1,OROFER XT DROPS
TELSITE 20 MG 15 TAB 22932 15 TAB,TELSITE 20 MG TABLET 10x15T
EMCOR CREAM 15 GM 1 TUBE,EMCOR CREAM 15 GM
EMPRI-L-10/5MG-10TAB,EMPRI L 10/5MG TABLET 10x10T
PROXYM-ER 200 TAB15 S,PROXYM ER 200 TABLETS 15 T
BENFOSULES CAP 1*10CA,BENFOSULES CAPSULES
EMSITA D 50/10 10 TABS,EMSITA D 50/10 TABLET 1X10T
TOPERIZONE-SR-450 MG TA,TOPERIZONE - 450 SR TABLETS
CELOL  TAB 1*10,CELOL CAPSULES
AMARYL M 1 TAB 20s 20S,AMARYL M 1MG TABLET 8x20T
EMANZEN FORTE TABS 10 S,EMANZEN FORTE TABLET 10 MG
VYLDA OD 100MG TABLET 15S,VYLDA OD 100 TABLETS
OROFER-S INJ. 2.5ML.,OROFER S INJECTION 2.5 ML
HOSIT L TAB (1X10) 10,HOSIT L TABLET
LOMOH 40mg INJ.,LOMOH 40 MG INJECTION
EMPRI M 12.5/1000 TAB 10s,EMPRI M 12.5/1000MG TABLET 10x10T
FERIUM SYR,FERIUM SYRUP 150 ML
IMINORAL 50 CAP --,IMINORAL - 50 CAPSULES
POVIZTRA 0.25 MG INJ 1.5ML,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
EMPROGEST GEL 1.125GM --,EMPROGEST GEL 1.125 GM
ASOMEX-TM 5TAB 1*10TA,ASOMEX - TM 5 TABLETS
CLEXANE 20 INJ 2X1AMP,CLEXANE 20MG/0.2ML INJECTION
BACTICURE 750 MG INJ 1 VIAL,BACTICURE - 750 MG INJECTION
CARDACE-PROTACT-5 TAB 1X10,CARDACE PROTECT 5 TABLET 10x10T
VYLDA D 100/10 TAB 10S,VYLDA D100/10 TABLET 1X10T
ASOMEX AT 5 MG TAB 10 T,ASOMEX AT 5 MG TABLET
TOPERIZONE D TAB* 10 S,TOPERIZONE D TABLET
ASOMEX AT 1,ASOMEX AT 2.5 MG TABLET
COBAFORTE INJ 1X1ML,COBAFORTE INJECTION
TARGOCID INJ-400MG 1X1,TARGOCID 400 MG INJECTION
GABA HOSIT TAB 10 S,GABA HOSIT TABLET
VINTOR 10000 PFS 1VIAL,VINTOR 10000 IU INJ 1 PFS
CELOL CAPSULES 15S,CELOL CAPSULES
TEPAPRO 100MG 1VIAL NOS,TEPAPRO 100 MG INJECTION
CUTIECTO CREAM 30,CUTIECTO CREAM 30 GM
FERIUM XT DROPS 1*15 ML Pcs,FERIUM XT DROPS 15 ML
ASOMEX AT 2.5 MG,ASOMEX AT 2.5 MG TABLET
AQUAOAT MOIST LOTION 100ML(32033905) Strength,AQUAOAT MOISTURIZING LOTION 100ML
EMILDAP S 5/50 1*10,EMILDAP S 5/50 TABLET 1X 10T
FERIUM CHEWABLE 50MG TAB 10,FERIUM 50 CHEWABLE TABLET 10
INFEN PLASTER 7PC 7 PC,INFEN PLASTER 1X7
PREGANZA D 75/20 CAP,PREGANZA D 75/20 CAPSULE 1x10C
PROXYM-ER-300 TAB 15 S,PROXYM ER TABLET 1X15T
DOLOSPAN-TAB 10S,DOLOSPAN TABLET
CARDACE H 5 MG TAB 10TAB,CARDACE H 5 TABLET 10x15T
CLEXANE 40MG AMP 1AMP,CLEXANE 40MG/0.4ML INJECTION
EMANZEN D TABS 10S,EMANZEN D TABLET
VYLDA 50MG TAB 2X15,VYLDA TABLETS 1X15 T
PROXYM ER 200MG TAB 10S. 10S.,PROXYM ER 200 TABLETS
TAPIC INJ. 4.5GM 1 VAIL,TAPIC INJECTION 4.5 gm
ACEGABA -300 1*10,ACEGABA 300 CAPSULE
HOSIT D3 TAB 1X10 --,HOSIT D3 TABLET
PAUSE XT 10S 4,PAUSE-XT TABLETS
SEMI DAONIL TAB. 10 TAB,SEMI DAONIL TABLETS
INSTA ZOSEC TAB 1X10,INSTA ZOSEC TABLETS
ASOMEX 5 TAB * 10 10S,ASOMEX 5 MG TABLET
FLAWLIZO MICRO 0.1% GEL 15G 1,FLAWLIZO MICRO 0.1% GEL 15GM TUBE PACK
ACEGABA-NT 200MG TAB 15S 15S,ACEGABA NT 200 TABLET 1x15T
NUSAR AM TAB 10,NUSAR AM TABLET
LOBACOR 10 TAB 10 TAB,LOBACOR 10 TABLET
EMPRI L 10-5TAB 1*10,EMPRI L 10/5MG TABLET 10x10T
NUMLO-TM TAB 1*15 --,NUMLO-TM TABLETS 1X15 T
ATPURE 50MG 14S,ATPURE TABLET 50 MG
EMBREMMA INJECTION 0.5 MG/ML,EMBREMMA INJECTION 0.5MG/ML
STABOSE 0.2MG TAB 10S 10S,STABOSE - 0.2 TABLET
TENECTASE 20MG INJ EACH,TENECTASE
VYLDA P TABS 10 S,VYLDA P TABLET 1x10T
CONSIVAS 40 TAB 1 X 10,CONSIVAS-40 TABLETS
METPURE-ST 50MG 10-S,METPURE-ST 50 TABLET
NUSAR-25MG TAB 10 S,NUSAR 25 MG TABLET
AMARYL-MV-1MG TAB 15S,AMARYL MV 1MG TABLET 10x15T
ATOREC CV 20 CAP 1*10 CAP,ATOREC CV 20 CAPSULES
OROFER XT 15 S TABS. 15S,OROFER XT TABLET 1x15T
ATOREC CV20 CAP 10 CAP,ATOREC CV 20 CAPSULES
PAUSE 1GM 10TAB,PAUSE 1000 TABLETS 10x10T
HOSIT FE TAB 1BOX,HOSIT FE TABLETS
EMSITA TRIO FORTE TABS 1*10,EMSITA TRIO FORTE TABLET 1x10T
EMDIP 16 MG TAB 10 TAB,EMDIP-16 TABLETS 10X10 T
CARDACE METO 2.5/25 MG 10 TABS,CARDACE METO 2.5 TABLET 10x10T
HOSIT D3 TAB 10S,HOSIT D3 TABLET
CARDACE AM 2.5/5 MG TAB 10 S,CARDACE AM 2.5 TABLET 10x15T
CONSIVAS 5 1X10,CONSIVAS-5 TABLETS
C-ZID 1GM INJ 1GM/VIAL,C-ZID 1GM
CLEXANE 60MG/.6ML. 1 INJ.,CLEXANE 60MG/0.6ML INJECTION
TEMSAN CT 40/125.MG 10S,TEMSAN CT TABLETS
FEMZACT CAPSULE 1BOX,FEMZACT CAPSULE 3x10C
MOFILET 500 TAB(NET) 10 Tab,MOFILET 500 MG TABLET
ULTIMOX CLAV 625,ULTIMOX CLAV 625 TABLET
BESTFORM M TABLET 110 PCS,BESTFORM M TABLET 1x10T
IMINORAL 50 CAPSULES 5C,IMINORAL - 50 CAPSULES
NUMLO-TM-5 TAB 10 TAB,NUMLO-TM 5 TABLETS
REATIX KIT 1*6,REATIX KIT  5X6
DOLOSPAN - P TABS 10S 10S,DOLOSPAN P TABLETS
PAUSE XT TAB 10 TA,PAUSE-XT TABLETS
EMANZEN-DP TAB 1 *10TAB,EMANZEN DP TABLET
AQUAOAT LOTION 100ML --,AQUAOAT MOISTURIZING LOTION 100ML
HOSIT-XT CAP 10 S,HOSIT-XT CAPSULES
EMLINZ DM TABLET 10x10T 10 T,EMLINZ DM TABLET 10x10T
EXAFIB 20 TAB 14,EXAFIB 20 TABLETS
GALACT GRANULES ELACH 40 400 GM,GALACT GRANULES 400GM ELAICHI
EXAFIB 2.5 MG TAB1 14S,EXAFIB 2.5 TABLETS
C-LET 2.0 GM INJECTION 1X1,C - LET 2.0 GM INJECTION
METPURE XL 50 30TAB,METPURE XL 50 TABLET (BULK PACK)
ASOMEX LT TAB 1X15,ASOMEX LT TABLET 1X15T
EMLINZ DM 110,EMLINZ DM TABLET 10x10T
DARBECURE 40 PFS,DARBECURE 40 INJECTION PFS
ORLE- 120 CAPS 10s,ORLE-120 CAPSULES
FITJOINT 10CAP 10 CAP,FITJOINT CAPSULES
ARIPITEX 10GM TAB 10S,ARIPITEX 10 MG TABLET
TEMSAN-TRIO 40 10 TAB,TEMSAN TRIO 40 TABLET 1X10T
CARDACE - AM 10MG TAB 10S,CARDACE AM 10 TABLET 10x15T
STROCOZ SYP 1 X60ML,STROCOZ SYRUP 60 ML
CALOSHELL 375/150MG 100ML,CALOSHELL SUSPENSION 150 ML
EMSITA TRIO TAB 1X10TAB,EMSITA TRIO TABLET 1x10T
XILIA-M2 FORTE TAB 110,XILIA - M 2 FORTE TABLETS
ZILARBI CT 12.5MG STRIP OF 10 TABLETS,ZILARBI CT 12.5 TABLETS
HOSIT-XT 10C-H 10C,HOSIT-XT CAPSULES
EXD100 EXDUO 100 TAB 10TAB,EXDUO 100 TABLET 1x10T
POVIZTRA FLXT 2.4 MG PEN 3 ML,POVIZTRA FLXT 2.4MG 3ML 1PC COPACK
DILPRA OD 250 1,DILPRA OD 250 TABLETS
SOLGLO PRO 50G,SOLGLO PRO 50 GM GEL
STROCOZ 4 INJ INJ,STROCOZ-4 INJECTION
BACTICURE 250 TABLETS 1X10,BACTICURE 250 TABLETS 1X10 T
METPURE- (XL) 25 10S,METPURE XL 25 TABLET
FERIUM XT SYP 150 ML --,FERIUM XT SUSPENSION
SUSTINEX 30 6 S,SUSTINEX-30 TABLETS
Amaryl M 1 Mg Tab,AMARYL M 1MG TABLET 8x20T
NUMLO TM TAB 15S-15 T,NUMLO-TM TABLETS 1X15 T
ENCICARB 500 MG INJ 500 MG,ENCICARB INJECTION 500MG/10ML
TEMSAN AM TAB --,TEMSAN - AM TABLETS
XILIA M2 FORTE TAB. 1*10,XILIA - M 2 FORTE TABLETS
AMARYL-2 TAB 1X30 Pcs,AMARYL 2MG TABLET 15x30T
METPURE XL 25 TABLET 10 S,METPURE XL 25 TABLET
FLOFRE-10 MG.TAB. 10*TAB,FLOFRE 10 TABLETS
INJ. REE AMP,REE INJECTION 5 ML
EMFENACIN 5 MG TAB 1*10,EMFENACIN 5 TABLET
ASOMEX-LT TAB 15 S,ASOMEX LT TABLET 1X15T
Emtofa 5mg 10t,EMTOFA 5 MG TABLET 10x10T
CISCURE PFS INJ PFS,CISCURE  PFS
CORDARONE INJ. 3ML 3 ML,CORDARONE 150 MG/3ML INJECTION
GLIPSOV M 200/1000MG 10TAB,GLIPSOV-M TABLET 20/1000 10X15T
GONLIX 150MG 10 TAB 10 TAB,GONLIX 150 MG TABLET 10x10T
ASOMEX 5,ASOMEX 5 MG TABLET
ZILARBI CN-5 TAB 1*15,ZILARBI CN TABLETS 1x15 T
EMLEVO 750MG TAB 10 S,EMLEVO 750 TABLET
VICARE CAP 10C,VICARE CAPSULES
VYLDA 10S,VYLDA TABLET
FERIUM SYP. 150ml,FERIUM SYRUP 150 ML
OROFER S INJ 2.5ML 1 AMP,OROFER S INJECTION 2.5 ML
METPURE-TEL-20 TAB. 1X10,METPURE TEL 20 TABLETS
CONSIVAS F 10/160 10 TAB,CONSIVAS-F10/160 TABLETS
XPLODESF TAB 10 S,XPLODE - SF TABLETS
EMILDAP-5 TAB,EMILDAP 5 TABLET 1X15T
POVIZTRA 1.7MG FLX INJ 3,POVIZTRA FLXT 1.7MG 3ML 1PC COPACK
Aquaoat Mois Lotion 100ml,AQUAOAT MOISTURIZING LOTION 100ML
OLMEGARD H 40 mg TAB 10s,OLMEGARD H 40 TABLET
CONSIVAS - 5 TAB,CONSIVAS-5 TABLETS
EMANZEN DP TAB 10s,EMANZEN DP TABLET
Clexane 60mg 1S,CLEXANE 60MG/0.6ML INJECTION
TEMSAN- BS 5/40 TAB 10S,TEMSAN BS 5/40 TABLET 10x10T
OROFER D3 TAB(EM 10 TAB,OROFER D3 TABLETS 1X10 T
ASOMEX 5 TAB 15 TAB,ASOMEX 5 MG TABLET 1x15T
SYLATE 250 TAB 10 TAB,SYLATE TABLETS 250 MG 10
TICAPLAT 90 TAB 1X10 10,TICAPLAT 90 TABLETS 6X10 T
TEMSAN CT 40/12.5MG 1010,TEMSAN CT 40/12.5 MG TABLET 10X10
Natriem 30 Tab 10S,NATRIEM 30 TABLET
ESLICAR-400 TABS. 1*10,ESLICAR  400 TABLETS
ABICLOR INJ 100ML VIAL,ABICLOR INJECTION
ASOMEX -M 5 TABLETS 10S 1,ASOMEX - M 5 TABLETS 10X10 T
POVIZTRA FLEX 2.4 3ML,POVIZTRA FLXT 2.4MG 3ML 1PC COPACK
PANPURE TABS --,PANPURE TABLET
DYDROEVA TAB 10 TAB,DYDROEVA TABLET 1X10T
TEMSAN AM 2.5 MG,TEMSAN - AM TABLETS
GLIPSOV TABS 15S 15S,GLIPSOV TABLETS 10X15T
CONSIVAS D3 TAB 10 TAB,CONSIVAS-D3 TABLETS
CELOL XT  TAB. 10 S,CELOL XT CAPSULES
ENHEMO 1000 INJ 10ML(32036556) Strength,ENHEMO 1000 INJECTION 1x10ML
HOSIT L TAB,HOSIT L TABLET
SEVCAR-400 110,SEVCAR-400 TABLETS
EMSITA MP TAB 10S 10S,EMSITA MP TABLET 10x10T
STROCOZ SYP,STROCOZ SYRUP 60 ML
UREADERM MOISTURIZING CREAM 20 100GM,UREADERM MOISTURIZING CREAM 20% 100GM
ASOMEX AT 2.5 TAB,ASOMEX AT 2.5 MG TABLET
FERIUM DROPS 15 ML,FERIUM DROPS 15 ML
NATRIEM 60 TAB. 10ST,NATRIEM 60 TABLET
NUSAR 25 TAB 1*10,NUSAR 25 MG TABLET
EMPROGEST 400 SOFT CAP,EMPROGEST-400 CAPSULE
HOSIT D3 TABS,HOSIT D3 TABLET
HOSIT FE TABLET 10 S,HOSIT FE TABLETS
LOMOH 60MG INJ. SINGLE,LOMOH 60 MG INJECTION
NUMLO TM 5MG TAB 1X10,NUMLO-TM 5 TABLETS
ENHEMO MF TAB 10  S,ENHEMO MF TABLET 5x10T
CARDACE 10 MG. 15,CARDACE 10 MG TABLET 10x15T
ATOREC 10MG TAB 10S,ATOREC 10 MG TABLET
CARDACE-10MG TABS 10 S,CARDACE 10 MG TABLET 10x15T
RAMIPRO 5 10s,RAMIPRO CAPS.5 MG
CLEXANE INJ 20MG 1S,CLEXANE 20MG/0.2ML INJECTION
PROCTOSEDYL BD CREAM-20s,PROCTOSEDYL BD CREAM
EMPROGEST SR 200 10 TAB,EMPROGEST SR 200 TABLET
CELOL D3 CAP 10 CAP,CELOL - D 3 CAPSULES
EMSITA D 50/5 TAB 10TAB PCS,EMSITA D 50/5 TABLET 1X10T
METPURE-XL 50MG TAB 10s,METPURE XL 50 MG TABLET 10X10
CONSIVAC 40MG 1*10 TAB,CONSIVAS-40 TABLETS
EXAFIB-15 TAB 14S,EXAFIB 15 TABLET
FLOFRE 10 TAB 10S,FLOFRE 10 TABLETS
SOLGLO CREAM 30GM 30GM,SOLGLO CREAM 30 GM
FITJOINT MAXX CAP 1*10,FITJOINT MAX CAPSULES
NUCARNIT-500 10 S,NUCARNIT 500 TABLET
LOMOH-40MG INJ 1S,LOMOH 40 MG INJECTION
TWINAQT TAB 1*30,TWINAQT TABLETS 30 T
XILIA M1 FORTE 1X10,XILIA - M 1 FORTE TABLETS
TEMSAN CT TABS 110,TEMSAN 80 CT TABLETS
CARMADA 200 MG 7TAB,CARMADA 200 MG TABLET 10x7T
VINTOR 10000 VAIL VAIL,VINTOR 10000 IU INJ 1 PFS
EPITRIL 0.5MG TAB 1X10 10,EPITRIL 0.5 MG TABLET
LASILACTONE- 50MG 10S,LASILACTONE 50 TABLET 10x10T
MIGITUS-10MG TAB 110,MIGITUS 10 TABLET
EPITRIL 1 MG TAB 10S,EPITRIL 1 MG TABLET
OROFER-XT TOTAL TAB.,OROFER XT TOTAL TABLET
C-TAX O XL 200 MG 10S,C-TAX O XL 200 TABLETS
Metpure Tel 40Mg Tab 10,METPURE TEL 40 TABLETS
ASOMEX OH 10T(WINDLAS),ASOMEX OH TABLETS
EMSTAR - 1.0 GM INJECTION 1VIAL,EMSTAR 1 GM INJ 1 VIAL
Mesalacure 1.2gm Tab 10S,MESALACURE TABLET  1.2GM
TEMSAN 80 MG 15T,TEMSAN 80 MG TABLETS 10x15T
NEUAL 20 TABS 10TABS 10TABS,NEUAL -20 TABLETS
ASOMEX AT 2.5MG 15 TAB 15 TAI,ASOMEX AT 2.5 MG TABLET 1X15T
GALACT CAPSULES 30 CAPS,GALACT CAPSULES 1x30C
COBAFORTE-CD3 XL TAB 10 TAB,COBAFORTE CD3 XL TABLET 10T
DILPRA OD 750 T 1*10 TAB Pcs,DILPRA OD 750 TABLETS
NUCARNIT INJ. 1AMP.,NUCARNIT INJECTION
DAPAGZA 5 TAB. 1 S,DAPAGZA 5 TABLET 1X15T
OROFER FCM 1K INJ. 1K/201,OROFER FCM  INJECTION 1K
ATOREC GOLD 20 TAB 10TAB,ATOREC GOLD 20  10X10 C
BEAT HF 5MG TABS,BEAT HF 5 TABLETS 10X10 T
CEASTRA 100 MG CAP 10 CAP,CEASTRA 100 CAPSULES 10X10C
EMCLOZ 0.25 TAB 1*10TAB,EMCLOZ 0.25MG TABLET
FLORESP-AZ NASAL SPRAY 70MD,FLORESP - AZ NASAL SPRAY 70MD
NUMLO D TAB 10S NA,NUMLO-D TABLET
EPITRIL BETA 0.5MG. 0,EPITRIL BETA 0.5 TABLETS
TELSITE 40MG 10,TELSITE 40 MG TABLET 10x15T
ATOREC EZ TAB (1X10) 10,ATOREC EZ TABLET
CALOSHELL 500 TAB,CALOSHELL TABLET 500 MG
S-NUMLO 2.5 1X10,S-NUMLO 2.5 MG TABLET
ACEGABA NT 400 10,ACEGABA-NT 400 TABLET 1x15T
IRBEZ 1 TAB,IRBEZ TABLETS
POVIZTRA-FLXT 1. 7MG INJ,POVIZTRA FLXT 1.7MG 3ML 1PC COPACK
SYLATE 500,SYLATE TABLET 500 MG
ASOMAX AT 5 MG 15s,ASOMEX AT 5 MG TABLET 1X15T
GLYCEBET TAB,GLYCEBET TABLET
OROFER FCM 750 INJ. 15 ML,OROFER FCM INJECTION 750MG/15ML
XILIA-MP2 TAB. 10 S,XILIA-MP 2 TABLETS
CELOL XT PLUS CAP. 10.,CELOL XT + TABLETS
CELOL D3  TABLETS,CELOL - D 3 CAPSULES
XILIA-M 2 TAB INC,XILIA - M 2 TABLETS
VYLDA D100/5 TAB 10TAB,VYLDA D100/5 TABLET 1X10T
VIFAZER TAB 10 TAB,VIFAZER TABLETS
EMILDAP TRIO FO 10S,EMILDAP TRIO FORTE TABLET 1x10T
GLUCOFREE ALOOCHAT BAR 40GM.,GLUCOFREE BAR ALOO CHAT FLAV.40GM
MATERNA-CC 100 TAB 5 TAB,MATERNA-CC 100 TABLETS
OSTERI INJ 600MCG 1X2.4ML,OSTERI INJ.600MCG /2.4MLPEN DEVICE
CETAPIN XR 500 MG TAB 10S,CETAPIN XR 500MG TABLET 11x20T
BESTFORM-M TAB 10S,BESTFORM M TABLET 1x10T
INFEN GEL 10 GM,INFEN GEL 30 GM
PRO-FERIUM POWDER 200GM,PROFERIUM POWDER 200 GM
TEMSAN 20 MG TABLET 10S,TEMSAN 20 MG. TABLETS
SKIZOTUS 100 1010,SKIZOTUS - 100 TABLETS
EMLEVO 500MG TAB 10 TAB,EMLEVO 500 TABLET
TARGOCID 200 MG INJECTION,TARGOCID 200 MG/3 ML INJECTION
BIMODE-100MG VIAL,BIMODE 100 MG INJ 1 VIAL
IBUSOFT 400MG TAB 1X10,IBUSOFT 400 MG. TABLET
MEGVAL 50 MG INJ 1,MEGVAL INJECTION
LOMOH 60 MG. ING. 1 INJ.,LOMOH 60 MG INJECTION
SOLOKAST 5 TAB 1*10,SOLOKAST 5 TABLETS 10X10T
INFEN GEL 30GM 1*30GM,INFEN GEL 30 GM
EPOFER-4000-INJ 1X1,EPOFER 4000 - PFS
EMANZEN D TAB 10TAB PCS,EMANZEN D TABLET
GALOP 10 1*10 TAB,GALOP 10 MG TABLETS
OROFER S INJ AMP 2.5 ML,OROFER S INJECTION 2.5 ML
S NUMLO 5MG TAB 15S 15 S,S-NUMLO 5 MG TABLET 1x15 T
EMSITA M SR 100/500 EMCURE 10TAB,EMSITA M SR 100/500 TABLET 1x10T
EXAFIB 15 MG TAB 14S,EXAFIB 15 TABLET
EXDUO 50 TAB 0,EXDUO 50 TABLET 1x10T
FM ACTIVE TAB 110,FM ACTIVE TABLETS
MVISTA CAP 10TAB,MVISTA CAPSULES
HOSIT PLUS TAB 10 TAB,HOSIT PLUS CAPSULES
OROFER S INJ. 2.5ML 2.5ML,OROFER S INJECTION 2.5 ML
PAXOTUS PLUS 25 C 0,PAXOTUS PLUS 25 CAPSULE
GALOP PLUS 5 TABLET 10TAB,GALOP PLUS-5 TABLETS
POVIZTRA FLXT 1MG 3 ML INJ 1S,POVIZTRA FLXT 1MG 3ML 1PC COPACK
EMTAF TAB 1*30 TAB,EMTAF TABLETS 1X30T
SERTIVA TAB.,SERTIVA TABLET
EMLINZ-D5/10-TAB 10TAB,EMLINZ D 5/10 TABLET 1x10T
INDUZ CAPSULES 1 *10 CAP,INDUZ CAPSULES
EMSITA GM 50/1/1000 PCS,EMSITA GM 50/1/1000 TABLET 10x10T
FERIUM 100MG CHEWABLE TAB,FERIUM CHEWABLE 100 MG TAB 10X10 T
PEGEX INJ 0.6ML,PEGEX 6 MG INJ 1 PFS
SILNAFIL TAB 10S 10S,SILNAFIL TABLETS
TEMSAN -20MG EMCURE 15s,TEMSAN 20 MG TABLETS 10x15T
TEMSAN AM-5 15,TEMSAN AM-5 TABLETS 1X15 T
ASOMEX LTH 5MG TAB 10S,ASOMEX LTH 5 TABLETS
GLIPSOV M TAB 20/50 10S,GLIPSOV-M TABLET 20/500 10X15T
EMGLOBULIN 100ML,EMGLOBULIN INJECTION
GALACT GRANULES 1x200 GM,GALACT GRANULES
SANOXBAN-5MG 10S,SANOXABAN 5 MG TABLET 10x10T
DILPRA-OD 750MG TAB 10S --,DILPRA OD 750 TABLETS
CARDACE H 10 TABLET 1X10 TAB,CARDACE H 10 TABLET 10x15T
CARDACE METO 2.5mg 10S,CARDACE METO 2.5 TABLET 10x10T
HOSIT 10T(REVENBHEL),HOSIT TABLET
EMILDAP S 10/50 TAB 1 *10,EMILDAP S 10/50 TABLET 1X10T
FERIUM 500MG VIAL OF 10ML INJECTION,FERIUM INJECTION 500MG
PROXYM 200MG 10TAB,PROXYM 200 TABLET
VYLDA M 500mg 10T,VYLDA-M 500 TABLETS  1X10 T
GALOP-20 TAB 1X10,GALOP 20 MG TABLETS
CORDARONE X 200 TAB 15;S,CORDARONE X 200 MG TABLET 10x15T
MATERNA HCG 5000INJ 1VAIL,MATERNA-HCG 5000 IU HP
CONSIVAS GOLD 20 10 *10,CONSIVAS GOLD 20 CAPSULES 10X10C
ELIGARD 45MG INJ 1VIAL Pcs,ELIGARD 45 MG INJECTABLE SUSPENSION
NUSAR ATN TAB 10 S,NUSAR ATN TABLET
TEMSAN AM 5 10S,TEMSAN - AM 5 TABLETS
CONSIVAS 5 MG TAB 10 S,CONSIVAS-5 TABLETS
NUCARNIT 500 10s,NUCARNIT 500 TABLET
OSTERI INJ.600MCG/2.4MPLEN PFS,OSTERI INJ.600MCG /2.4MLPEN DEVICE
CARDACE 5/10 MG PROTECT T 10S,CARDACE PROTECT 5 TABLET 10x10T
NUSAR-AMH 5 10S,NUSAR AMH 5 TABLETS
VYLDA DM 100/5/500 T 10,VYLDA DM 100/5/500 TABLET 1x10T
TARGOCID 400MG INJ. 1 VIA,TARGOCID 400 MG INJECTION
PLAVIX-75 TAB 14S 14S,PLAVIX 75 MG TABLET 10x14T
UREADERM MOISTU CREAM 20 1X100GM,UREADERM MOISTURIZING CREAM 20% 100GM
AMARYL M 2 I 20TAB,AMARYL M 2MG TABLET 8x20T
EMTOFA XR 11MG TAB 1 X 10,EMTOFA XR 11MG TABLET 1x10T
Flawlizo Acne Care 50gm,FLAWLIZO ACNE CARE MOISTURISING GEL 50M
TELSITE AM 1*10tab,TELSITE AM TABLET 10x10T
ASOMEX LT 2.5 ~TABLET,ASOMEX LT 2.5 MG TABLET
METPURE H TAB.,METPURE H TABLET
EMSITA M 50/1000MG. 10S,EMSITA M 50/1000 1X10T
GALACT GRANULES 200GM (NO LOT 200GM,GALACT GRANULES
ASOMEX 2.5 TAB 4*5*15,ASOMEX 2.5 MG TABLET 1X15T
FERIUM INJ 500 MG --,FERIUM INJECTION 500MG
CARDACE 10 TAB 15.T,CARDACE 10 MG TABLET 10x15T
CARDACE H 5MG TAB 10S,CARDACE H 5 TABLET 10x15T
AMARYL MV 2 15TA,AMARYL MV 2MG TABLET 10x15T
METPURE TEL 20 10TAB Pcs,METPURE TEL 20 TABLETS
NUMLOPAR 5 TAB 1X10,NUMLOPAR 5 TABLETS
TEMSAN 80 H TABS. 15 S.,TEMSAN 80 H TABLETS 1X15T
GLIPSOV 20 mg TAB 10s,GLIPSOV TABLETS
ASOMEX TM TABS. 15S,ASOMEX - TM TABLETS 1X15T
METPURE-H TAB 1OS,METPURE H TABLET
NEUAL 10MG TAB 10S 10,NEUAL-10 TABLETS
ACEGABA NT 400 15,ACEGABA-NT 400 TABLET 1x15T
ASOMEX 1.25 TAB. 15S,ASOMEX 1.25 TABLETS 1X15T
CELOL # TAB 10T,CELOL+ TABLET
CFEICURE-S-1.5GM INJ 1 VIAL,CFEICURE-S INJECTION 1.5g
ATOREC 10MG TAB. 10 S,ATOREC 10 MG TABLET
